factor_name,category,expected_direction,horizon,period,bucket,bucket_label,mean_forward_return,median_forward_return,n_timestamps,n_obs,status
mom_20h,momentum,positive,1h,2024-06,0,Q1,-0.00041538,-0.00025638,699,,COMPUTED
mom_20h,momentum,positive,1h,2024-06,1,Q2,-0.00044493,-0.0003593,699,,COMPUTED
mom_20h,momentum,positive,1h,2024-06,2,Q3,-0.00036352,-0.00030928,699,,COMPUTED
mom_20h,momentum,positive,1h,2024-06,3,Q4,-0.00036475,-0.00028629,699,,COMPUTED
mom_20h,momentum,positive,1h,2024-06,4,Q5,-0.00029697,-0.00033664,699,,COMPUTED
mom_20h,momentum,positive,1h,2024-07,0,Q1,-5.24e-05,8.6e-05,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-07,1,Q2,-5.371e-05,-0.00012852,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-07,2,Q3,5.18e-06,-1.403e-05,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-07,3,Q4,-2.433e-05,-2.76e-06,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-07,4,Q5,-9.567e-05,-6.281e-05,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-08,0,Q1,-0.00012277,0.00024867,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-08,1,Q2,-0.00020907,0.00028343,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-08,2,Q3,-0.00015428,0.00024998,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-08,3,Q4,-0.00012364,0.00020533,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-08,4,Q5,-0.00026976,-0.00022799,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-09,0,Q1,0.00026387,0.00053606,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-09,1,Q2,0.00030298,0.0005681,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-09,2,Q3,0.00030746,0.00075029,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-09,3,Q4,0.00021723,0.00048367,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-09,4,Q5,0.0004017,0.00074252,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-10,0,Q1,4.272e-05,0.00042516,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-10,1,Q2,-2.007e-05,0.00019324,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-10,2,Q3,-5.463e-05,8.85e-05,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-10,3,Q4,-5.493e-05,0.00018788,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-10,4,Q5,-0.00010472,0.00021603,744,,COMPUTED
mom_20h,momentum,positive,1h,2024-11,0,Q1,0.0006873,0.00117079,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-11,1,Q2,0.00079934,0.00121928,720,,COMPUTED
mom_20h,momentum,positive,1h,2024-11,2,Q3,0.00081529,0.00118915,720,,COMPUTED
